year,query,text,emotion
2021,Vaccines and Side Effects,"Really appreciate your educational videos.
I had my second vacation with the aspiration, because I watched your video the day before my appointment and I requested "" drawing back the plunger before doing injection"".",sadness
2021,Vaccines and Side Effects,"Dear Dr Campbell, please could you comment on the ""Open Letter from Dr Tess Lawrie to Chief Exec MHRA Dr Raine – URGENT Report – COVID-19 vaccines unsafe for use in humans"". Thank you.",ambiguous
2021,Vaccines and Side Effects,"What is the logic that naturalcases might wear off, by vax won't? And since spread is largely asymptomatic cases, won't creating more asymptomatic cases continue spread?",sadness
2021,Vaccines and Side Effects,Unbelievable that the US and UK continued to allow flights from India into their countries while this new variant raged.,anger
2021,Vaccines and Side Effects,Aspirate the needle. Why doesn't the AMA in United States acknowledge this? Or teach it.,sadness
2021,Vaccines and Side Effects,It was mentioned earlier on this channel that Denmark had started aspirating before administering Covid-19 vaccines. Are there any figures from there showing a reduction in venous sinus thrombosis or myocarditis?,sadness
2021,Vaccines and Side Effects,Thank you again for your efforts. 👏👏👏👏😊🙌🏼,joy
2021,Vaccines and Side Effects,Love the bone!  Must have missed its introduction  ? though I have not missed a single of your videos since  Jan 2020. You are a gem! Blessings.,joy
2021,Vaccines and Side Effects,"If you get something missing on the UK Covid site, it's always worth trying to refresh - sometimes they make changes to the site that the browser doesn't reload correctly, and hitting the refresh button generally solves it - at least for me.",ambiguous
2021,Vaccines and Side Effects,Good day Everyone and Dr John CAMPBELL greetings from Melbourne AUSTRALIA 🤠👍,joy
2021,Vaccines and Side Effects,when my mum went for her secound jab in the uk in suffolk she did draw back then gave the jab,joy
2021,Vaccines and Side Effects,"My second jab bled a bit afterwards. So it might have been intravascular. And no they didn’t aspirate! Didn’t seem to matter - this was 21 weeks ago now.
I am glad to see someone gave your non-speaking partner a bone!",joy
2021,Vaccines and Side Effects,"For the aspirating before injecting, it is a lot easier to see, if you watch that part of the video in slow motion (0.25x on YouTube settings for the video).",sadness
2021,Vaccines and Side Effects,How do you even know without having gone through proper clinical trials?,sadness
2021,Vaccines and Side Effects,Um...no. Stop reading the script.,joy
2021,Vaccines and Side Effects,How can Vaccine sites be prepared for Adverse effects if you are Vaccinated under a tree in front of a Shop,sadness
2021,Vaccines and Side Effects,I will take covid vaccine after one  I had itching  am fear because I gave feeding one month baby.any problem,fear
2021,Vaccines and Side Effects,Losing all common sense and logical thinking.,sadness
2021,Vaccines and Side Effects,"Age 33 got 1st dose of Covishield. Did not get any Side effect. Only little pain at injection site and very less body ache during 1st night. 
Is it normal?",sadness
2021,Vaccines and Side Effects,I had no side effects both frist and second dose it means am l healthy 🙄or not?,joy
2021,Vaccines and Side Effects,My second pfizer shot has no side effects or pain in the arm.🤷,disgust
2021,Vaccines and Side Effects,I had sputnik and no side effects ..and i am daibetic age 40,sadness
2021,Vaccines and Side Effects,"Hi,Sir. My mom has taken vaccine yesterday and her age is 39. She has no side effects at all. She has no pain in the inject place too. She is guessing that the nurse have not injected the vaccine. Now She is very tense. I don't know what can I do! Please, Can you give me some suggestion?",joy
2021,Vaccines and Side Effects,Mujhe koi symptoms nhi aye ...only pain in the arm....I took it in my third trimester of pregnancy!! Covaxin,sadness
2021,Vaccines and Side Effects,Nope,
2021,Vaccines and Side Effects,"After the first shot, i only had mild pain at the injection site for two days. I thought I would have some symptoms after the second shot,  but no side effects after 2nd either .  Also,  the injection site pain after the second  shot was very mild and lasted even shorter, less than a day.   I think it’s normal that some have more side effects than others.  Similarly,  some are more severity affected by COVID.  Btw,  both shots didn’t hurt at all.",sadness
2021,Vaccines and Side Effects,"Alone vaccination killed many Indians. Nearby all  denied for 2nd dose.  Any govt. have no care to have a count or guide victim families future, where safe vaccination is a govt. responsibility.",sadness
2021,Vaccines and Side Effects,Then is vaccination good or bad...?,sadness
2021,Vaccines and Side Effects,"I got no side effects after vaccine only the place where needle went is sore ...... and my feet was aching like i am tired there OVERALL I AM GOOD NOW its been 2 days...

Maybe i will upload video on my channel",sadness
2021,Vaccines and Side Effects,The world has lost it's mind.. When a person's health choice is not about the individuals health but every one else..,sadness
2021,Vaccines and Side Effects,The CDC is not equipped to make this decision. Each individual must make this decision for themselves as they are the only ones who have the information needed.,joy
2021,Vaccines and Side Effects,Wait so he won't recommend the vaccine to older people who are most vulnerable to covid but will recommend to young people who's chance if dying from covid is <1%??? 🤔,sadness
2021,Vaccines and Side Effects,The media has lost all credibility and trust with the people,sadness
2021,Vaccines and Side Effects,"Anything ""rare"" that is being reported is actually happening at an alarming rate that they couldn't sweep it under the rug",ambiguous
2021,Vaccines and Side Effects,I like how they use the “affect others” argument. So blatantly false and the guilt trip is tiresome.,sadness
2021,Vaccines and Side Effects,We're living in evil times,anger
2021,Vaccines and Side Effects,How many deaths and serious injuries are “ok”? How do you justify destroying some people’ lives for the potential benefit of others? When do the scales tip enough to say the risks are too many?,sadness
2021,Vaccines and Side Effects,"Why are they saying ""rare side effects"" -- it's a recently newly developed vaccine.  Vaccines take years to be created, developed, and tested.  It's understandable if most folks want to wait a bit longer to get it, but we definitely all NEED to take the necessary precautions regardless.  

I'm keeping my distance from others as a protection not just for myself but for them as well.  I pray that we all get through this.  I pray that everyone who receives the vaccine from this day forward is safe and healthy with no side effects or adverse reactions.  And for those who are not vaccinated just yet, I understand and respect your decisions.  It's a scary, unpredictable, and confusing time for us all.",joy
2021,Vaccines and Side Effects,How come nobody's talking about Israel double vaccinated people still dying,sadness
2021,Vaccines and Side Effects,No one  is blaming smokers and drinkers for deaths.,sadness
2021,Vaccines and Side Effects,"First it was ""safe and effective"". Now it's ""benefits out weigh the risks""",joy
2021,Vaccines and Side Effects,"Pretty sure that if lawsuits were allowed none of these ""doctors"" would say a da nm word.",sadness
2021,Vaccines and Side Effects,"So 99% chance of not getting ""rare"" side effects
But 99% recovery rate of never taking the shot....
Ill take my chances",fear
2021,Vaccines and Side Effects,"How are they rare when I know 2 people in the hospital with myocarditis, 1 had er visit,  and know 2 people that got covid within 3 days of their second shot?  Asking for a friend.",sadness
2021,Vaccines and Side Effects,If this is true ? Then big pharma  doesn’t need liability protection. 🤔,joy
2021,Vaccines and Side Effects,“Taking a stand” is a really interesting way of saying “taking away freedoms”,joy
2021,Vaccines and Side Effects,I'll take my chances.  You don't have to though.  A doctor applauding french president for using ccp methods for control is also pretty disgusting.,sadness
2021,Vaccines and Side Effects,Forced into the hospital is NOT A SIDE EFFECT IT IS A BAD OUTCOME.,sadness
2021,Vaccines and Side Effects,"Going to a bar is a privilege granted to peasants by the government, according to this guy.",joy
2021,Vaccines and Side Effects,"Rare or not, it sucks for the person who suffers from the side effect. If a person doesn't want to take that risk, I don't blame them, and I did get the shot.",sadness
2021,Vaccines and Side Effects,But you guys don’t have the research for the long term effects in like 10 years .,joy
2021,Vaccines and Side Effects,"How about weighting the rare chances of dying from ""covid""",sadness
2021,Vaccines and Side Effects,It is rare until it happens to you.,sadness
2021,Vaccines and Side Effects,Moving on to the rare side effects of Johnson & Johnson Baby Powder....,joy
2021,Vaccines and Side Effects,"Anyone else notice he didn't actually answer the question ""Why is it taking so long to be approved by the FDA?"". He acknowledged that it is taking a long time, but never said why.",sadness
2021,Vaccines and Side Effects,Could you please name the group of experts so we can know who they are so we can know what the credentials are with the people would like to know who the experts are?,anger
2021,Vaccines and Side Effects,The comments on these videos are so fun to read,joy
2021,Vaccines and Side Effects,3:39  Very telling statement by this man. Thats not what freedom is about.,joy
2021,Vaccines and Side Effects,"I'd be more willing to believe the doctor if the video didn't start with him smiling like that. Seriously, he looks like he's either dead inside or an alien wearing a human suit.",joy
2021,Vaccines and Side Effects,"Yeah, so rare they get into the news EVERYDAY.",joy
2021,Vaccines and Side Effects,I like how the wise woman repeated her statement about how VACCINATED people are getting sick from the unvaccinated people.  It's what you hear on both sides of the argument about getting the Vaccine.,anger
2021,Vaccines and Side Effects,How many of these rare side affects is it gonna take to outweigh the already incredibly low risk of the actual disease for the majority of people my age….,sadness
2021,Vaccines and Side Effects,If they are so effective why the fear for liability??,fear
2021,Vaccines and Side Effects,"Why does the j&j have a higher risk for GBS? If the vaccines do the same thing, why the different side effects?",sadness
2021,Vaccines and Side Effects,"I personally know a handful of people who had horrible responses to their Covid vaccination, particularly the 2nd dose. You couldn't pay me to get it.",sadness
2021,Vaccines and Side Effects,3:38 he refers to being able to go out in public as a privilege,anger
2021,Vaccines and Side Effects,How many minor chances need to be combined to be considered a good chance?,joy
2021,Vaccines and Side Effects,"So the children whose hearts have been permanently damaged, sometimes fatally, can be comforted by hearing that they are merely “rare statistics “. Dr Mengele was also a “doctor”.",sadness
2021,Vaccines and Side Effects,"Me leaving my home to go to a bar isn't a ""privilege"". These people are crazy!!",sadness
2021,Vaccines and Side Effects,The face the president makes when talking about the vaccines makes me not want to take it.,sadness
2021,Vaccines and Side Effects,Great to hear from Andre on this.,joy
2021,Vaccines and Side Effects,This Dr is supporting the fal ...,joy
2021,Vaccines and Side Effects,Video editor is a next level technician 💯💥,joy
2021,Vaccines and Side Effects,"Has the government given any guidelines on vaccination to different people with different health condition?
Just forcing people to get vaccinated without clear guideline is more risky.",sadness
2021,Vaccines and Side Effects,Video editing is now on next level 🔥,joy
2021,Vaccines and Side Effects,"Pure desh me election kara do, corona automatically Darke bhag jayegi😂",joy
2021,Vaccines and Side Effects,A very sensitive topic amongst the panic and fear of Corona virus! An important information presented beautifully!,fear
2021,Vaccines and Side Effects,"""Badi der kar di maherbaan aate aate...."" I was waiting for this video from quite long time.... Wonderful video as usual.",joy
2021,Vaccines and Side Effects,"we should protests against government.. 
we have right for that , it's democracy....",anger
2021,Vaccines and Side Effects,"My father got vaccin and he is well as a normal person.... 
Or dada dadi bhi bilkul safe hai..... ✌️",joy
2021,Vaccines and Side Effects,I was thinking about it and you made a video on the issue. You are really great. Thanks for the video.,joy
2021,Vaccines and Side Effects,Very comprehensive video...I was in dire need of such info on this issue...Thank you man❤️,sadness
2021,Vaccines and Side Effects,I'm 16 and you teach me the meaning of natilonism and patriotism .  Thanks Dhruv  sir for making me deshbhakt from Modi bhakt.,sadness
2021,Vaccines and Side Effects,"Peaceful Protest: No Vaccine Mandates!
Saturday, August 21, 2021
12:00 PM 4:00 PM
Tongva Park
1615 Ocean Ave
Santa Monica, CA, 90401",joy
2021,Vaccines and Side Effects,"My dad just got the vaccine and this video pops up 
Great!",joy
2021,Vaccines and Side Effects,Amazing content dhruv.. No one goes into these details.. Hats off to your research and effort to bring it to us... 👍👍,joy
2021,Vaccines and Side Effects,"We really support u bro ❤️❤️ 
bcoz u said  facts",joy
2021,Vaccines and Side Effects,thank you for this valuable information 🙌,joy
2021,Vaccines and Side Effects,Who's watching after having their first dose during observation?😹😹,sadness
2021,Vaccines and Side Effects,Very informative ! And good that you are highlighting them well.,joy
2021,Vaccines and Side Effects,"Great editing, editor did his job almost perfectly",joy
2021,Vaccines and Side Effects,"My wife aged 35  took 2nd dose of covishield on 20 Feb.She suffered brain stroke due to clot after 1month with no medical history.needed emergency surgery to save life , now recovering.
Horrible experience.",sadness
2021,Vaccines and Side Effects,"Thanks for this and your every educational video🙏
❤️",joy
2021,Vaccines and Side Effects,"My co-worker's FIL got the blood clotting issue and was hospitalised in Bangalore, luckily got out alive.",sadness
2021,Vaccines and Side Effects,I know that there is a 99% probability that everything will go back to normal sooner or later but that 1% probability that there will be a zombie apocalypse is what excites me. 😂,sadness
2021,Vaccines and Side Effects,Great analysis man. Straight to point & no time waste. And that too in less than 10 minutes. Keep it up!! 👍👍,joy
2021,Vaccines and Side Effects,Your information is always helpful & truthfully for us 👍👍👍🙌 thanks 😊,joy
2021,Vaccines and Side Effects,And after 2nd dose again she hospitalised for 37 days aproxx. Now she has an implant in brain and whole life of complications. 🙏 Hope no one faces the same,joy
2021,Vaccines and Side Effects,Can you make a video on rising corona cases and board exams?,joy
2021,Vaccines and Side Effects,"Stay safe and blessed everyone✨
Have a great time ahead😊",joy
2021,Vaccines and Side Effects,It's True that Corona only affects Education not the political rallies 😓😭,sadness
2021,Vaccines and Side Effects,"Sir, U R Right👍🙏",joy
2021,Vaccines and Side Effects,"This was really very informative and we are getting our family vaccinated after watching this video . Also I would get vaccinated from private hospitals, lost faith on government processes.",sadness
2021,Vaccines and Side Effects,The students who travel abroad to study do they need to take vaccine compulsory?,sadness
2021,Vaccines and Side Effects,Legends are waiting for Xavier 😂,sadness
2021,Vaccines and Side Effects,Appreciate the chapter you put in description box💜💜,joy
2021,Vaccines and Side Effects,What are the precautions after getting side-effects?,fear
2021,Vaccines and Side Effects,"Video Editing is next level
Finally he sat on  chair",joy
2021,Vaccines and Side Effects,Very nice explanation❤,joy
2021,Vaccines and Side Effects,Thanks Dhruv Bhai for clarifying all the doubt. You are great. I am your big fan. Daily I watch your Videos. Keep spreading positivity Bro.. 👍👏,joy
2021,Vaccines and Side Effects,"The legendary words "" *Namaskar Dosto* """,joy
2021,Vaccines and Side Effects,Thanks for very careful information,fear
2021,Vaccines and Side Effects,Thanks Dhruv for such a valuable information.,joy
2021,Vaccines and Side Effects,"Gee ""Doctor"" Payal Kohli... You say that ""An ""Emergency Use Authorization"" means that the ""benefits"" out weight the ""risks"" in an emergency situation where there is not a lot of alternatives."" My question to you Doctor... is that since it was about only 7 or 8 months for the ""vaccine"" to be created and then distributed for use.... with virtually no human testing and no way of establishing the long term health consequences or side effects... how can you say that the ""benefit"" of this experimental vaccine out ways a ""risk"" that is virtually unknown? Just wondering....",fear
2021,Vaccines and Side Effects,"I'm old enough to remember when doctors encouraged healthy eating, exercise, vitamins, etc...now it's VACCINE VACCINE VACCINE 😏",joy
2021,Vaccines and Side Effects,"Plenty of ""Alternative medicine""",joy
2021,Vaccines and Side Effects,No with every drug you need and should disclose this info period,sadness
2021,Vaccines and Side Effects,They are trying too hard. Too hard than necessary to really save a human life.,sadness
2021,Vaccines and Side Effects,Most annoying side effects ...........”not dead yet,sadness
2021,Vaccines and Side Effects,what about the doctor who found tiny blood clots in the hearts and lungs of 62% of the vaccinated? Does the risk really outweigh the benefit?,sadness
2021,Vaccines and Side Effects,"What ""side effects"" ???  I got the Pfizer shots back in March and have had NO bad reactions !",disgust
2021,Vaccines and Side Effects,"MDJ, love your channel.  Could you possibly do more content for older women?  Perimenopause, menopause, etc.?  I'm sure there are lots of us here because we love you and the way you deliver information but who are also out of the pregnancy years whether through age or personal decision.  We still need the GYN part of your profession!",joy
2021,Vaccines and Side Effects,Hi Dr Mama Jones!! Can you do a video on Things to know/do before getting pregnant/having kids?? For a healthy pregnancy. Maybe tips for fathers/partners too? Thank you!! Love your work,joy
2021,Vaccines and Side Effects,"Jones: uploads 
Me: CLICKS FASTER THAN THE SPEED OF LIGHT 


I make vidz 💖",joy
2021,Vaccines and Side Effects,"As someone who wants to have a baby someday, this is great info. Thanks MDJ! 😊",joy
2021,Vaccines and Side Effects,"For those of you who are doing research but are not used to analyzing studies/sources, here are four quick tips for determining if the study is valid. First, check who paid for the study. Any private funding has to be disclosed in most journals. If it is funded by a group that may have alternative purposes (for example, an artificial sweetener study funded by the sugar association) be extremely skeptical. The results could be highly biased. Second, check for conflicts of interest. This again has to be listed in most journals, and will also tell you if the results may be biased to serve a special interest ( to continue the example, the main investigator has a large share of stock in the sugar industry). Third, check sample size. In statistics, there is a term known as ""type 1 error"" which basically means that a person concluded he/she/they found a result where a result doesn't exist. The smaller the sample size, the more likely this mistake is to happen.  The proper sample size depends on the study. For medical studies, for initial studies it should be in the 20-80, then increased to a couple hundred, then thousand if possible.  Lastly, check how many times that particular paper has been cited, and check out how it is being cited. This is a good indicator of if the information provided in the study was found to be scientifically significant. If it is cited a lot in publications aiming to disprove it, it is probably not a good study to base your information on.",joy
2021,Vaccines and Side Effects,I have a classmate from high school who recently gave birth to her first child and for months prior she was posting on her FB for anyone who wanted to be around her child needed to get the TDAP and I never understood why. Now I know. Thanks for the education MDJ! 🤓,joy
2021,Vaccines and Side Effects,Seeing your face every Monday makes me smile 😁 I am expecting my first and started watching you long before to try to better prepare for this moment as best as I could. You rock MDJ!,joy
2021,Vaccines and Side Effects,I really wanted to thank you so much for teaching me how to look into safe reliable educated resources and going over them in an easy to understand way. As a pregnant woman surviving the pandemic I love you.,joy
2021,Vaccines and Side Effects,"I wish I had known this a long time ago: If you've had a negative reaction to a vaccine, keep track of the exact name of the vaccine for sharing with future medical providers. I had a seizure to the cellular pertussis as a baby and was recommended to not get future pertussis vaccines. When I got pregnant, they decided it wouldn't be a good idea to give me a Tdap while pregnant. After giving birth, I saw an immunologist and discovered that the pertussis vaccine I had a bad reaction to was no longer the one they give. I got the acellular pertussis vaccine with no issue between pregnancies and will be able to get the Tdap with my second child. Not being able to provide any pertussis immunity to my first baby was a huge source of stress for me. I wish someone would've notice the difference in the vaccine initials 20 years ago. DTP vs DTaP",sadness
2021,Vaccines and Side Effects,"Yay!! This was perfect after I asked you on twitter about the TDAP- thank you so much for your reply btw, you're so wonderful!",joy
2021,Vaccines and Side Effects,please please please do a video on that study that sparked the spread of this misinformation because I find myself explaining it over and over again and I'm sure I leave out some important details,sadness
2021,Vaccines and Side Effects,My day has been total shit. And then I see this video and hear your positive energy and now my day is better. Thanks for the mood boost,joy
2021,Vaccines and Side Effects,"Thank you for saying that it increasing the risk of stillbirth, I found throughout my pregnancy that doctors and other pregnant women avoided talking about it. Like it’s bad luck",sadness
2021,Vaccines and Side Effects,Thank you for sharing these studies! Love reading through them and appreciate having them easily available to do so 🙂,joy
2021,Vaccines and Side Effects,"Hey MDJ, can you do a video about alternative conception methods? Like IVF, IUI, egg and sperm donation, even egg freezing?",joy
2021,Vaccines and Side Effects,Thanks so much MDJ I love how informative yet engaging you are. It makes it so fun to watch ur vids! ❤️,joy
2021,Vaccines and Side Effects,"Whenever I think of the flu vaccine, I remember the time when my daughter's elementary school administered the live virus nasal spray to students and half of the school was out sick very quickly.  It was like a ghost town!",fear
2021,Vaccines and Side Effects,"Being a teacher and 24 weeks pregnant, this is great information. Thank you.",joy
2021,Vaccines and Side Effects,Honestly love watching your videos I learn so much and now a days it’s so important to get the right information and you do that,joy
2021,Vaccines and Side Effects,PLEASE do the video on the study that sounds SUPER interesting!!!!!,joy
2021,Vaccines and Side Effects,"I love your videos! And I don’t know if it matters to them but I always share them with anti-back servers at it come across in mom groups. Keep up the great work, we need you!",joy
2021,Vaccines and Side Effects,Every time I see a new thumbnail I can’t help but get the biggest smile thinking about the time you left your thumbnail faces in your video  🤣❤️,joy
2021,Vaccines and Side Effects,"Great job communicating scientific education, as always! Thanks 😊",joy
2021,Vaccines and Side Effects,Thank you for putting this information out! You're amazing!,joy
2021,Vaccines and Side Effects,I'm listening to this and feeling so grateful for modern medicine. Thank you MDJ,joy
2021,Vaccines and Side Effects,Saving this for future (hopefully soon) reference! Thanks Mama Doctor Jones.,joy
2021,Vaccines and Side Effects,I have no idea why I’m watching this since my youngest child is almost 18 and the baby factory is closed. But I am because I really enjoy your videos!,joy
2021,Vaccines and Side Effects,"I love that you give a TLDR haha I fully listened, but love your summaries :)",joy
2021,Vaccines and Side Effects,Thank you for this.  Had all of these in my pregnancy and while my doctors did explain why this was so much more in depth and helpful (maybe because I'm not hormonal?),sadness
2021,Vaccines and Side Effects,I love this video because you explain the science behind these myths and use real research articles! Thank you!,joy
2021,Vaccines and Side Effects,Great video. Love the quick rundown of scientific FACTS ❤️😍,joy
2021,Vaccines and Side Effects,Yes! A video on how to spot bad science. An explanation of what to look for when reviewing a specific study.,sadness
2021,Vaccines and Side Effects,I didn’t even know flu mists were a thing! I don’t think they’re offered in Australia,joy
2021,Vaccines and Side Effects,"Wow, this explains so much that was not explained well to me during my pregnancy. So educational, as always! 👍",joy
2021,Vaccines and Side Effects,"Love your videos! Could you do a video on the difference between natural and epidural births and the pros/cons of each? I’ve always been confused on the topic, because it seems most videos out there try to convince you one way or the other is better. You are the best at giving judgement free, science-based information! :)",joy
2021,Vaccines and Side Effects,I am so much learn from your videos 🙏👍 and you are looking so adorable today Dr MDJ,joy
2021,Vaccines and Side Effects,I love that you do this for us its very helpful! Could you do a video about blood clotting disorders and their affects on the body during pregnancy? I have Factor V Leiden and it would be very helpful for the future. Thank you!❤,joy
2021,Vaccines and Side Effects,"I have never in my life heard of FluMist; I live in Australia and am entitled to free flu shots due to a health condition, and have been getting them since 2014 (when I was 15/16). The concept of this blew my mind so I looked into it and it was apparently approved in 2016/17 (i think) for use in people aged 2-18 years (and also I wouldn't be considered suitable anyway and would also much rather a shot).

As a side note, as someone who uses captions it's great to see someone put their information somewhere other than the lower third so I don't have to pause, toggle off-on, play every 2 minutes.",sadness
2021,Vaccines and Side Effects,"Am I pregnant? No.
Am I planning to get pregnant? No.
Will I watch MDJ's video about vaccines in pregnancy? Of course, duh.",sadness
2021,Vaccines and Side Effects,"Hi MDJ! Can we talk about younger people with chronic illnesses that put them at elevated risk for COVID and why they're not eligible for the vaccine early - what to do, what the consequences of leaving those people behind are, and how to manage things like pregnancy when people are at high risk for COVID but unable to acquire the vaccine? That would be amazing! 

(So is this video. This video is also amazing.)",joy
2021,Vaccines and Side Effects,"As always, incredibly helpful information, congrats!",joy
2021,Vaccines and Side Effects,Sir..Are available Vaccines in India (COVISHIELD AND COVAXIN) safe to administer in pregnant woman or to woman planning for pregnancy..,sadness
2021,Vaccines and Side Effects,Sir 8 months complete pregnant women theek rahega kya please reply sor,joy
2021,Vaccines and Side Effects,First trimester 2nd dose vaccine is it safe?,ambiguous
2021,Vaccines and Side Effects,"I done my fast vaction but i don't know i am pargnent and after 3 week 
I had an miscarriage 😭",sadness
2021,Vaccines and Side Effects,Is it eligible for pregnant women take covied vaccine,sadness
2021,Vaccines and Side Effects,I didn't hear a damn think here about the covid jab affect on the BABY.Maybe that's because you don't even know......YET.,ambiguous
2021,Vaccines and Side Effects,Aj maine lgwai h vaccine during 7month of preganancy,joy
2021,Vaccines and Side Effects,Sir I am pregnant of 29 weeks... can I take vaccine?? I am so confused.. please suggest me.,sadness
2021,Vaccines and Side Effects,Had the vaccin while pregnant ... my baby is healthy and strong .... and i did not feel anything after the vaccination,joy
2021,Vaccines and Side Effects,Sir i have vaccinated on 24 jun 21 with first dose but now i m pregnant  so 2 nd dose is good for me or not,sadness
2021,Vaccines and Side Effects,"please speak in hindi 
india is hindu rashtraya",joy
2021,Vaccines and Side Effects,"The needle size always matches the prescribed dose. How on earth can a doctor give a person four needles, when they are only meant to give them one needle?",fear
2021,Vaccines and Side Effects,Here we GO! They will not be accountable for any side effects or deaths!!!,sadness
2021,Vaccines and Side Effects,So what happened?he is   Double talking not actually saying anything,ambiguous
2021,Vaccines and Side Effects,is continuous stuttering one of the side effects?,sadness
2021,Vaccines and Side Effects,Confidence is now at -99.999999%,joy
2021,Vaccines and Side Effects,Come back in 2 years and tell us the same thing.,joy
2021,Vaccines and Side Effects,DO. NO. HARM.,sadness
2021,Vaccines and Side Effects,"Day2 and there's already screw-ups, or cover-ups.",ambiguous
2021,Vaccines and Side Effects,This is obviously a PR tactic.,sadness
2021,Vaccines and Side Effects,"Here's a new concept..Let's trust politicians......Nah, Stuff that!!!!",joy
2021,Vaccines and Side Effects,"""Earlier clinical trials on the vaccine"" = 3 months ago. Dont be foolish. This is abnormally rushed and in un chartered waters.
Btw, what is the ""side effect profile""?
Would you mind giving daily updates on the 2 elderly who were involved? Just as a reasurrance thing.",sadness
2021,Vaccines and Side Effects,Why some people died from the Vaccine and not be in news. Is that a normal side effects?,sadness
2021,Vaccines and Side Effects,"Q ,,, What’s the Difference between a Scotsman and a Coconut 
A ,,, You can get a Drink out of a Coconut",joy
2021,Vaccines and Side Effects,"Just and wait and see , this is not going to be the only case",joy
2021,Vaccines and Side Effects,🤥What a load of rubbish.🤥,sadness
2021,Vaccines and Side Effects,Errr ahhh uhhh ohh umm urrr ... It's a definite no from me ☣️💉,joy
2021,Vaccines and Side Effects,"Gr8 job to the people who are speaking up about this sketchy stuff like double dose's 
If your gonna provide a 'cure' at least make sure things go right hahaha",joy
2021,Vaccines and Side Effects,HCQ had great documentation too showing great results but hay that doesn't made big piranhas millions of dollars,joy
2021,Vaccines and Side Effects,So... What are the side effects again???,fear
2021,Vaccines and Side Effects,"the world government of the antichrist is close near to the doors but through Jesus Christ we have salvation
and it is by grace .. salvation believing by faith. by believing in him then
believe in the place where you are and asking for forgiveness since no physical temple, person belief or
anything saved only Jesus Christ read in the holy bible .. Romans 10: 9 and 10, John 3: 15 to 18, John 14: 6, ..........
John 1:12, John 11:25, Acts 4:12",joy
2021,Vaccines and Side Effects,Fake news,
2021,Vaccines and Side Effects,this guy cant be trusted Psalms 118:8 It is better to trust in the LORD than to put confidence in man.,joy
2021,Vaccines and Side Effects,"Lol ""overdose overdose!"" The nutters will come out of the woodworks now",joy
2021,Vaccines and Side Effects,A crime against humanity.,disgust
2021,Vaccines and Side Effects,"How can this be true, My Professors, all of them taught us there is no such thing as male or female..All that male/female stuff is just a ""construct"".",joy
2021,Vaccines and Side Effects,I thought we were all the same? What happened?,sadness
2021,Vaccines and Side Effects,"They dont know why....
Still experimenting.",joy
2021,Vaccines and Side Effects,did they give it to those 3 Uber lady riders?,joy
2021,Vaccines and Side Effects,"Look at me, I'm the enemy to the Bay Area the Bay Area people plotted on.",fear
2021,Vaccines and Side Effects,I'm scared to even get it,fear
2021,Vaccines and Side Effects,The right thing to do would have been for everyone to practice prevention early on the pandemic and we wouldn't be in this situation now.,fear
2021,Vaccines and Side Effects,Thankful I can get my covid vaccine Tommorow and be protected,joy
2021,Vaccines and Side Effects,This was in adverese event search. Common sie effects is not an adverse event,joy
2021,Vaccines and Side Effects,"I had pain in the injection area after a day but didn't report it, and I am a man.",sadness
2021,Vaccines and Side Effects,"I'm sure you going to hear this  . I told you so . Now we gonna see them drop off like flies. They have the antidote , but they ain't gonna to give it to you.",sadness
2021,COVID-19 Situation Report,Thank you Dr. Laws and NEOC Team. UK,joy
2021,COVID-19 Situation Report,"You have EK, giving out care packages 🙌🏿🙌🏿🙌🏿. Why can't you all praise him for his good deed.",joy
2021,COVID-19 Situation Report,"If all give out the truth, there wouldn't be any speculations.",sadness
2021,COVID-19 Situation Report,Control ur emotions... stop getting in these word battles,ambiguous
2021,COVID-19 Situation Report,"Abdias, you say no one ever came into the island without quarantine and if anyone did you would hand in your resignation. Well you aught too because the Argentinian man came into the federation without being tested or quarantine. Stop lieing and tell the truth. That is why we have the virus and spreading. 
People are not stupid. The PM did this and has blood on his hands.",sadness
2021,COVID-19 and School,Fun fact: Most kids aren't living in the lap of luxury. I relied on school breakfast and lunch as dinner wasn't guaranteed.,joy
2021,COVID-19 and School,Wanna know how well schools are handling covid? My younger cousin is being quarantined because he was in contact with a kid who tested positive. He has to stay home in his room. His brother who lives in the house with him is free to go to school. How does that make sense? It's like they want this thing to spread.,joy
2021,COVID-19 and School,"Ah yes, standing in bathrooms during lunch , walking hallways alone, seeing all my friends living better lives than me. No thanks, I’ll stay in virtual for those reasons only those who’ve been where I’ve been understand.",joy
2021,COVID-19 and School,I Feel really bad for the kids having to live like this. Thanks goodness I never had to deal with this nonsense growing up.,sadness
2021,COVID-19 and School,I haven't went to IN PERSON school since march 2020,sadness
2021,COVID-19 and School,"This is not School, this is hell",anger
2021,COVID-19 and School,"As college students, online classes were truly far more convenient, however it is admittedly harder to ""learn"" and retain information when you're in the comfort of your own home with a million and one distractions. If I were the school district I would still make kids come in small groups for in-class learning one per week and the rest online.

For example if a school had 1000 kids, make a set of 200 kids scheduled for every day of the week Monday - Friday. And keep it consistent to lessen the risk of exposure.",sadness
2021,COVID-19 and School,Lets have a moment of silence for all the seniors that are graduating this year 😔,sadness
2021,COVID-19 and School,that french school looks like a COD map,ambiguous
